Date,Dividends
1995-10-11,0.450000
1995-12-20,0.550000
1996-04-17,0.580000
1996-07-18,0.580000
1996-10-18,0.590000
1996-12-27,0.590000
1997-04-11,0.590000
1997-07-17,0.610000
1997-10-22,0.620000
1997-12-29,0.630000
1998-04-17,0.640000
1998-07-17,0.650000
1998-10-21,0.645000
1998-12-29,0.670000
1999-04-16,0.680000
1999-07-23,0.690000
1999-10-18,0.690000
2000-01-13,0.690000
2000-04-19,0.690000
2000-07-18,0.690000
2000-10-17,0.700000
2001-01-17,0.700000
2001-04-19,0.700000
2001-07-03,0.710000
2001-10-23,0.710000
2002-01-16,0.710000
2002-04-22,0.710000
2002-07-22,0.720000
2002-10-23,0.720000
2003-01-21,0.720000
2003-04-21,0.720000
2003-07-21,0.720000
2003-10-24,0.720000
2003-12-29,0.720000
2004-04-30,0.720000
2004-07-20,0.720000
2004-10-20,0.720000
2004-12-28,0.720000
2005-04-15,0.720000
2005-07-19,0.720000
2005-10-19,0.730000
2006-01-25,0.730000
2006-04-10,0.730000
2006-07-12,0.740000
2006-10-12,0.740000
2007-01-11,0.740000
2007-02-01,2.991000
2007-04-12,0.760000
2007-07-10,0.760000
2007-10-17,0.770000
2008-01-10,0.770000
2008-04-11,0.770000
2008-07-30,0.770000
2008-10-10,0.770000
2009-01-16,0.770000
2010-01-21,0.450000
2010-04-28,0.450000
2010-07-28,0.450000
2010-10-27,0.450000
2011-01-26,0.450000
2011-04-27,0.450000
2011-07-07,0.450000
2011-10-24,0.450000
2012-01-25,0.450000
2012-04-24,0.450000
2012-07-25,0.450000
2012-10-18,0.470000
2013-01-29,0.470000
2013-04-24,0.470000
2013-07-24,0.470000
2013-10-23,0.480000
2014-01-09,0.480000
2014-04-23,0.490000
2014-07-23,0.490000
2014-10-22,0.490000
2015-01-21,0.490000
2015-04-22,0.500000
2015-07-22,0.500000
2015-10-21,0.500000
2016-01-20,0.500000
2016-04-21,0.510000
2016-07-20,0.510000
2016-10-19,0.510000
2017-01-19,0.510000
2017-04-19,0.520000
2017-07-20,0.520000
2017-10-20,0.520000
2018-01-26,0.520000
2018-04-27,0.530000
2018-07-27,0.530000
2018-10-26,0.530000
2019-01-25,0.530000
2019-04-26,0.540000
2019-07-26,0.540000
2019-10-25,0.540000
2020-01-24,0.540000
2020-04-20,0.010000
2020-07-24,0.010000
2020-10-23,0.010000
2021-01-22,0.010000
2021-04-23,0.010000
2021-07-23,0.010000
2021-10-22,0.010000
2022-01-21,0.010000
2022-04-22,0.010000
2022-07-22,0.010000
2022-10-21,0.200000
2023-01-20,0.200000
2023-04-21,0.200000
2023-07-21,0.200000
2023-10-20,0.200000
2024-01-19,0.200000
2024-04-19,0.200000
2024-07-22,0.200000
