Date,Dividends
2003-12-29,0.010000
2004-03-29,0.120000
2004-06-23,0.120000
2004-09-22,0.120000
2004-12-21,0.120000
2005-01-12,0.060000
2005-02-10,0.060000
2005-03-14,0.060000
2005-04-13,0.080000
2005-05-11,0.080000
2005-06-14,0.080000
2005-07-19,0.080000
2005-08-19,0.080000
2005-09-20,0.080000
2005-10-19,0.100000
2005-11-17,0.100000
2005-12-19,0.100000
2006-01-17,0.120000
2006-02-15,0.120000
2006-03-21,0.120000
2006-04-18,0.120000
2006-05-18,0.120000
2006-06-20,0.120000
2006-07-19,0.120000
2006-08-21,0.120000
2006-09-19,0.120000
2006-10-19,0.120000
2006-11-17,0.120000
2006-12-18,0.120000
2007-01-19,0.120000
2007-02-15,0.120000
2007-03-20,0.120000
2007-04-18,0.120000
2007-05-18,0.120000
2007-06-19,0.120000
2007-07-19,0.120000
2007-08-21,0.120000
2007-09-18,0.120000
2007-10-19,0.120000
2007-11-19,0.120000
2007-12-18,0.120000
2008-01-18,0.125000
2008-02-19,0.125000
2008-03-18,0.125000
2008-04-18,0.125000
2008-05-19,0.125000
2008-06-18,0.125000
2008-07-21,0.125000
2008-08-19,0.125000
2008-09-18,0.125000
2008-10-21,0.125000
2008-11-17,0.125000
2008-12-18,0.125000
2009-01-20,0.125000
2009-02-17,0.125000
2009-03-19,0.125000
2009-04-20,0.125000
2009-05-18,0.125000
2009-06-18,0.125000
2009-07-21,0.125000
2009-08-19,0.125000
2009-09-18,0.125000
2009-10-20,0.125000
2009-11-17,0.125000
2009-12-18,0.125000
2010-01-19,0.125000
2010-02-16,0.125000
2010-03-19,0.125000
2010-04-20,0.125000
2010-05-18,0.125000
2010-06-18,0.125000
2010-07-20,0.125000
2010-08-19,0.125000
2010-09-20,0.125000
2010-10-19,0.125000
2010-11-17,0.125000
2010-12-21,0.125000
2011-01-19,0.125000
2011-02-16,0.125000
2011-03-17,0.125000
2011-04-19,0.125000
2011-05-18,0.125000
2011-06-16,0.125000
2011-07-20,0.125000
2011-08-17,0.125000
2011-09-20,0.125000
2011-10-19,0.125000
2011-11-15,0.125000
2011-12-19,0.125000
2012-01-19,0.125000
2012-02-16,0.125000
2012-03-20,0.125000
2012-04-18,0.125000
2012-05-16,0.125000
2012-06-18,0.125000
2012-07-18,0.125000
2012-08-20,0.125000
2012-09-17,0.125000
2012-10-18,0.125000
2012-11-15,0.125000
2012-12-17,0.125000
2013-01-16,0.125000
2013-02-13,0.125000
2013-03-13,0.125000
2013-04-18,0.125000
2013-05-16,0.125000
2013-06-17,0.125000
2013-07-17,0.125000
2013-08-19,0.125000
2013-09-16,0.125000
2013-10-18,0.125000
2013-11-12,0.125000
2013-12-12,0.125000
2014-01-17,0.125000
2014-02-14,0.125000
2014-03-13,0.125000
2014-04-16,0.125000
2014-05-16,0.125000
2014-06-17,0.125000
2014-07-23,0.125000
2014-08-18,0.125000
2014-09-17,0.125000
2014-10-20,0.125000
2014-11-13,0.125000
2014-12-17,0.125000
2015-01-21,0.125000
2015-02-13,0.125000
2015-03-18,0.125000
2015-04-22,0.125000
2015-05-15,0.125000
2015-06-17,0.125000
2015-07-22,0.125000
2015-08-18,0.125000
2015-09-17,0.125000
2015-10-22,0.125000
2015-11-13,0.125000
2015-12-16,0.125000
2016-01-20,0.125000
2016-02-16,0.125000
2016-03-17,0.125000
2016-04-20,0.125000
2016-05-17,0.125000
2016-06-15,0.125000
2016-07-20,0.125000
2016-08-18,0.125000
2016-09-19,0.125000
2016-10-19,0.125000
2016-11-15,0.125000
2016-12-16,0.125000
2017-01-18,0.125000
2017-02-14,0.125000
2017-03-20,0.125000
2017-04-19,0.125000
2017-05-17,0.125000
2017-06-19,0.125000
2017-07-19,0.125000
2017-08-17,0.125000
2017-09-19,0.125000
2017-10-19,0.125000
2017-11-17,0.125000
2017-12-18,0.125000
2018-01-19,0.125000
2018-02-15,0.125000
2018-03-19,0.125000
2018-04-19,0.125000
2018-05-21,0.125000
2018-06-19,0.125000
2018-07-19,0.125000
2018-08-20,0.125000
2018-09-18,0.125000
2018-10-18,0.125000
2018-11-19,0.125000
2018-12-19,0.125000
2019-01-17,0.125000
2019-02-19,0.125000
2019-03-19,0.125000
2019-04-18,0.125000
2019-05-21,0.125000
2019-06-18,0.125000
2019-07-19,0.125000
2019-08-19,0.125000
2019-09-16,0.125000
2019-10-21,0.125000
2019-11-18,0.125000
2019-12-18,0.125000
2020-01-23,0.125000
2020-02-18,0.125000
2020-03-19,0.125000
2020-04-23,0.125000
2020-05-18,0.125000
2020-06-18,0.125000
2020-07-23,0.125000
2020-08-21,0.125000
2020-09-22,0.125000
2020-10-22,0.125000
2020-11-19,0.125000
2020-12-22,0.125000
2021-01-21,0.125000
2021-02-16,0.125000
2021-03-17,0.125000
2021-04-22,0.125000
2021-05-18,0.125000
2021-06-17,0.125000
2021-07-22,0.125000
2021-08-20,0.125000
2021-09-21,0.125000
2021-10-21,0.125000
2021-11-18,0.125000
2021-12-22,0.125000
2022-01-20,0.125000
2022-02-17,0.125000
2022-03-22,0.125000
2022-04-21,0.125000
2022-05-19,0.125000
2022-06-21,0.125000
2022-07-21,0.125000
2022-08-22,0.125000
2022-09-21,0.125000
2022-10-20,0.125000
2022-11-17,0.125000
2022-12-19,0.125000
2023-01-19,0.100000
2023-02-16,0.100000
2023-03-16,0.100000
2023-04-20,0.100000
2023-05-22,0.100000
2023-06-20,0.100000
2023-07-20,0.100000
2023-08-22,0.100000
2023-09-20,0.100000
2023-10-19,0.100000
2023-11-17,0.100000
2023-12-15,0.100000
2024-01-22,0.100000
2024-02-20,0.100000
2024-03-20,0.100000
2024-04-18,0.100000
2024-05-16,0.100000
2024-06-18,0.100000
2024-07-22,0.100000
2024-08-21,0.100000
